RefSeq mRNA Accession	GO - Cellular Component	Illumina ID	UniProt Accession	
NM_008588	GO:0005634 [Name: nucleus]	ILMN_2687727 [Chip: ]	P97309	
NM_008589	GO:0070062 [Name: extracellular exosome]; GO:0005634 [Name: nucleus]	ILMN_2713960 [Chip: ]	O08574	
NM_008590	GO:0016021 [Name: integral component of membrane]; GO:0070062 [Name: extracellular exosome]; GO:0005783 [Name: endoplasmic reticulum]; GO:0016020 [Name: membrane]	ILMN_2642417 [Chip: ]; ILMN_2846904 [Chip: ]; ILMN_2642418 [Chip: ]; ILMN_1253664 [Chip: ]; ILMN_1249019 [Chip: ]	Q07646	
NM_008591	GO:0009925 [Name: basal plasma membrane]; GO:0005737 [Name: cytoplasm]; GO:0043005 [Name: neuron projection]; GO:0043025 [Name: neuronal cell body]; GO:0036126 [Name: sperm flagellum]; GO:0016020 [Name: membrane]; GO:0005615 [Name: extracellular space]; GO:0009986 [Name: cell surface]; GO:0014069 [Name: postsynaptic density]; GO:0060076 [Name: excitatory synapse]; GO:0005886 [Name: plasma membrane]; GO:0016021 [Name: integral component of membrane]; GO:0030425 [Name: dendrite]; GO:0045211 [Name: postsynaptic membrane]	ILMN_1245898 [Chip: ]; ILMN_2828877 [Chip: ]	F8VQL0	
NM_008592	GO:0005634 [Name: nucleus]; GO:0005720 [Name: nuclear heterochromatin]; GO:0005737 [Name: cytoplasm]; GO:0005654 [Name: nucleoplasm]	ILMN_1214624 [Chip: ]; ILMN_2886260 [Chip: ]; ILMN_2650371 [Chip: ]	Q61572	
NM_008593	GO:0005634 [Name: nucleus]	ILMN_2772051 [Chip: ]	O35392	
NM_008594	GO:0016020 [Name: membrane]; GO:0019897 [Name: extrinsic component of plasma membrane]; GO:0031012 [Name: extracellular matrix]; GO:0070062 [Name: extracellular exosome]; GO:0005576 [Name: extracellular region]; GO:1903561 [Name: extracellular vesicle]; GO:0005615 [Name: extracellular space]; GO:0009897 [Name: external side of plasma membrane]	ILMN_2771034 [Chip: ]; ILMN_2771033 [Chip: ]; ILMN_3133448 [Chip: ]	P21956	
NM_008595	GO:0016020 [Name: membrane]; GO:0016021 [Name: integral component of membrane]; GO:0030173 [Name: integral component of Golgi membrane]; GO:0005794 [Name: Golgi apparatus]	ILMN_2687661 [Chip: ]; ILMN_2631076 [Chip: ]; ILMN_2631081 [Chip: ]	O09008; Q3UPI0	
NM_008596	GO:0016021 [Name: integral component of membrane]; GO:0008021 [Name: synaptic vesicle]; GO:0016020 [Name: membrane]	ILMN_2576743 [Chip: ]; ILMN_2625299 [Chip: ]	O89104	
NM_008597	GO:0070062 [Name: extracellular exosome]; GO:0005615 [Name: extracellular space]; GO:0005783 [Name: endoplasmic reticulum]; GO:0031012 [Name: extracellular matrix]; GO:0043234 [Name: protein complex]; GO:0005576 [Name: extracellular region]	ILMN_2666018 [Chip: ]	P19788	
NM_008598	GO:0005654 [Name: nucleoplasm]; GO:0016020 [Name: membrane]; GO:0005634 [Name: nucleus]	-	P26187	
NM_008599	GO:0005615 [Name: extracellular space]; GO:0005576 [Name: extracellular region]; GO:0009897 [Name: external side of plasma membrane]	ILMN_1215862 [Chip: ]; ILMN_1242483 [Chip: ]	P18340	
NM_008600	GO:0005886 [Name: plasma membrane]; GO:0016021 [Name: integral component of membrane]; GO:0030054 [Name: cell junction]; GO:0016324 [Name: apical plasma membrane]; GO:0046691 [Name: intracellular canaliculus]; GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0005921 [Name: gap junction]; GO:0005887 [Name: integral component of plasma membrane]; GO:0016020 [Name: membrane]	ILMN_1254280 [Chip: ]	P51180	
NM_008601	GO:0043234 [Name: protein complex]; GO:0005634 [Name: nucleus]	ILMN_2702662 [Chip: ]; ILMN_2467162 [Chip: ]; ILMN_1241965 [Chip: ]; ILMN_1241269 [Chip: ]	Q08874	
NM_008602	GO:0005634 [Name: nucleus]; GO:0016604 [Name: nuclear body]; GO:0016605 [Name: PML body]; GO:0005654 [Name: nucleoplasm]	ILMN_2664681 [Chip: ]; ILMN_2762745 [Chip: ]; ILMN_1237649 [Chip: ]	Q8C5D8	
NM_008604	GO:0005737 [Name: cytoplasm]; GO:0005903 [Name: brush border]; GO:0030424 [Name: axon]; GO:0070062 [Name: extracellular exosome]; GO:0008021 [Name: synaptic vesicle]; GO:0005925 [Name: focal adhesion]; GO:0016020 [Name: membrane]; GO:0030425 [Name: dendrite]; GO:0044306 [Name: neuron projection terminus]; GO:0016021 [Name: integral component of membrane]; GO:0045202 [Name: synapse]; GO:0005886 [Name: plasma membrane]	ILMN_1221141 [Chip: ]; ILMN_2717878 [Chip: ]; ILMN_2416845 [Chip: ]; ILMN_2863366 [Chip: ]; ILMN_2441277 [Chip: ]; ILMN_2863362 [Chip: ]	Q61391	
NM_008605	GO:0005578 [Name: proteinaceous extracellular matrix]; GO:0005576 [Name: extracellular region]; GO:0031012 [Name: extracellular matrix]	ILMN_1250421 [Chip: ]; ILMN_1228638 [Chip: ]	P34960	
NM_008606	GO:0005576 [Name: extracellular region]; GO:0031012 [Name: extracellular matrix]; GO:0005578 [Name: proteinaceous extracellular matrix]	ILMN_2696711 [Chip: ]	Q02853	
NM_008607	GO:0005794 [Name: Golgi apparatus]; GO:0046581 [Name: intercellular canaliculus]; GO:0005576 [Name: extracellular region]; GO:0005764 [Name: lysosome]; GO:0005578 [Name: proteinaceous extracellular matrix]; GO:0005615 [Name: extracellular space]; GO:0031012 [Name: extracellular matrix]	ILMN_2737685 [Chip: ]; ILMN_2799267 [Chip: ]; ILMN_1249336 [Chip: ]	P33435	
NM_008608	GO:0005737 [Name: cytoplasm]; GO:0031410 [Name: cytoplasmic vesicle]; GO:0044354 [Name: macropinosome]; GO:0016021 [Name: integral component of membrane]; GO:0031012 [Name: extracellular matrix]; GO:0005886 [Name: plasma membrane]; GO:0016020 [Name: membrane]; GO:0005925 [Name: focal adhesion]	ILMN_1240726 [Chip: ]	P53690	
NM_008609	GO:0031012 [Name: extracellular matrix]; GO:0005887 [Name: integral component of plasma membrane]; GO:0016021 [Name: integral component of membrane]; GO:0016020 [Name: membrane]	ILMN_1217154 [Chip: ]; ILMN_2784078 [Chip: ]	O54732	
NM_008610	GO:0005578 [Name: proteinaceous extracellular matrix]; GO:0016020 [Name: membrane]; GO:0005576 [Name: extracellular region]; GO:0005634 [Name: nucleus]; GO:0005886 [Name: plasma membrane]; GO:0031012 [Name: extracellular matrix]; GO:0005615 [Name: extracellular space]; GO:0005737 [Name: cytoplasm]; GO:0030017 [Name: sarcomere]; GO:0005739 [Name: mitochondrion]	ILMN_2678218 [Chip: ]	P33434	
NM_008611	GO:0005576 [Name: extracellular region]; GO:0031012 [Name: extracellular matrix]; GO:0005578 [Name: proteinaceous extracellular matrix]; GO:0005615 [Name: extracellular space]	ILMN_1241378 [Chip: ]	O70138	
NM_008612	GO:0005737 [Name: cytoplasm]; GO:0005654 [Name: nucleoplasm]; GO:0005634 [Name: nucleus]; GO:0005675 [Name: holo TFIIH complex]	ILMN_2758632 [Chip: ]; ILMN_2661484 [Chip: ]; ILMN_2758631 [Chip: ]	P51949	
NM_008613	GO:0005635 [Name: nuclear envelope]; GO:0005930 [Name: axoneme]; GO:0005882 [Name: intermediate filament]; GO:0005634 [Name: nucleus]; GO:0036126 [Name: sperm flagellum]	ILMN_2678431 [Chip: ]	Q61884	
NM_008614	GO:0043209 [Name: myelin sheath]; GO:0005737 [Name: cytoplasm]; GO:0005739 [Name: mitochondrion]	ILMN_3097381 [Chip: ]; ILMN_1240997 [Chip: ]; ILMN_1223628 [Chip: ]; ILMN_2481489 [Chip: ]; ILMN_3024681 [Chip: ]; ILMN_1229268 [Chip: ]; ILMN_2547305 [Chip: ]; ILMN_2430239 [Chip: ]	Q9D2P8	
NM_008615	GO:0005829 [Name: cytosol]; GO:0005739 [Name: mitochondrion]; GO:0005737 [Name: cytoplasm]	ILMN_2774690 [Chip: ]	Q3TQP6; P06801	
NM_008616	GO:0005634 [Name: nucleus]	ILMN_3127381 [Chip: ]; ILMN_2436530 [Chip: ]; ILMN_2467917 [Chip: ]	P24399	
NM_008617	GO:0005654 [Name: nucleoplasm]; GO:0016020 [Name: membrane]; GO:0070062 [Name: extracellular exosome]; GO:0005743 [Name: mitochondrial inner membrane]; GO:0005634 [Name: nucleus]; GO:0005886 [Name: plasma membrane]; GO:0005759 [Name: mitochondrial matrix]; GO:0005739 [Name: mitochondrion]; GO:0043209 [Name: myelin sheath]	ILMN_2766244 [Chip: ]; ILMN_2873112 [Chip: ]	P08249	
NM_008618	GO:0005829 [Name: cytosol]; GO:0005813 [Name: centrosome]; GO:0043209 [Name: myelin sheath]; GO:0005739 [Name: mitochondrion]; GO:0005737 [Name: cytoplasm]; GO:0070062 [Name: extracellular exosome]; GO:0005615 [Name: extracellular space]	ILMN_2655677 [Chip: ]; ILMN_2631021 [Chip: ]; ILMN_2891176 [Chip: ]	P14152	
NM_008619	GO:0000932 [Name: cytoplasmic mRNA processing body]; GO:0005737 [Name: cytoplasm]; GO:0005615 [Name: extracellular space]	ILMN_1254962 [Chip: ]; ILMN_1249117 [Chip: ]	P23249	
NM_008620	GO:0070062 [Name: extracellular exosome]	ILMN_2606792 [Chip: ]	-	
NM_008622	GO:0005739 [Name: mitochondrion]; GO:0005743 [Name: mitochondrial inner membrane]; GO:0016020 [Name: membrane]; GO:0005777 [Name: peroxisome]; GO:0016021 [Name: integral component of membrane]	ILMN_1236320 [Chip: ]; ILMN_1242903 [Chip: ]; ILMN_2657857 [Chip: ]; ILMN_3003242 [Chip: ]; ILMN_2626383 [Chip: ]	P19258	
NM_008623	GO:0016323 [Name: basolateral plasma membrane]; GO:0005764 [Name: lysosome]; GO:0016021 [Name: integral component of membrane]; GO:0016020 [Name: membrane]; GO:0005791 [Name: rough endoplasmic reticulum]; GO:0005887 [Name: integral component of plasma membrane]; GO:0043209 [Name: myelin sheath]; GO:0005886 [Name: plasma membrane]	ILMN_2817329 [Chip: ]; ILMN_1231021 [Chip: ]	P27573	
NM_008624	GO:0005886 [Name: plasma membrane]; GO:0016020 [Name: membrane]; GO:0070062 [Name: extracellular exosome]	ILMN_1252830 [Chip: ]; ILMN_2451441 [Chip: ]	O08989	
NM_008625	GO:0005768 [Name: endosome]; GO:0010008 [Name: endosome membrane]; GO:0016020 [Name: membrane]; GO:0009986 [Name: cell surface]; GO:0005886 [Name: plasma membrane]; GO:0016021 [Name: integral component of membrane]	ILMN_1239430 [Chip: ]	Q61830	
NM_008626	GO:0009986 [Name: cell surface]; GO:0016020 [Name: membrane]; GO:0005925 [Name: focal adhesion]; GO:0016021 [Name: integral component of membrane]	ILMN_1238243 [Chip: ]; ILMN_1212796 [Chip: ]; ILMN_2435030 [Chip: ]; ILMN_2639981 [Chip: ]; ILMN_2660118 [Chip: ]	Q64449	
NM_008627	GO:0005634 [Name: nucleus]	ILMN_1242943 [Chip: ]; ILMN_3050644 [Chip: ]; ILMN_3126848 [Chip: ]	P97368	
NM_008628	GO:0032301 [Name: MutSalpha complex]; GO:0000784 [Name: nuclear chromosome, telomeric region]; GO:0016020 [Name: membrane]; GO:0005634 [Name: nucleus]; GO:0000228 [Name: nuclear chromosome]; GO:0032302 [Name: MutSbeta complex]	ILMN_1249751 [Chip: ]; ILMN_1220816 [Chip: ]; ILMN_2634358 [Chip: ]	P43247	
NM_008629	GO:0005634 [Name: nucleus]; GO:0005737 [Name: cytoplasm]; GO:0005844 [Name: polysome]	ILMN_1251865 [Chip: ]; ILMN_1231287 [Chip: ]	Q61474	
NM_008630	GO:0005634 [Name: nucleus]; GO:0048471 [Name: perinuclear region of cytoplasm]; GO:0005737 [Name: cytoplasm]	ILMN_1219154 [Chip: ]	P02798	
NM_008631	GO:0005623 [Name: cell]	ILMN_2740391 [Chip: ]	P47945; Q3V2E2	
NM_008632	GO:0005791 [Name: rough endoplasmic reticulum]; GO:0043005 [Name: neuron projection]; GO:0005737 [Name: cytoplasm]; GO:0005856 [Name: cytoskeleton]; GO:0014069 [Name: postsynaptic density]; GO:0044297 [Name: cell body]; GO:0005622 [Name: intracellular]; GO:0097481 [Name: neuronal postsynaptic density]; GO:0005874 [Name: microtubule]; GO:0005875 [Name: microtubule associated complex]; GO:0034399 [Name: nuclear periphery]; GO:0043025 [Name: neuronal cell body]; GO:0043198 [Name: dendritic shaft]; GO:0043234 [Name: protein complex]; GO:0030425 [Name: dendrite]; GO:0097442 [Name: CA3 pyramidal cell dendrite]; GO:0005730 [Name: nucleolus]; GO:0005790 [Name: smooth endoplasmic reticulum]	ILMN_1259017 [Chip: ]; ILMN_1259216 [Chip: ]; ILMN_2709783 [Chip: ]; ILMN_3137552 [Chip: ]; ILMN_1224188 [Chip: ]; ILMN_1226553 [Chip: ]; ILMN_2506352 [Chip: ]; ILMN_2709782 [Chip: ]; ILMN_1227438 [Chip: ]; ILMN_1240335 [Chip: ]; ILMN_2645890 [Chip: ]; ILMN_2692095 [Chip: ]; ILMN_1240895 [Chip: ]; ILMN_1226082 [Chip: ]; ILMN_2560139 [Chip: ]	P20357; B2KGT5; Q80ZL4; Q3TLQ0	
NM_008633	GO:0005737 [Name: cytoplasm]; GO:0005875 [Name: microtubule associated complex]; GO:0005886 [Name: plasma membrane]; GO:0005874 [Name: microtubule]; GO:0072686 [Name: mitotic spindle]; GO:0043005 [Name: neuron projection]; GO:0097481 [Name: neuronal postsynaptic density]; GO:0015630 [Name: microtubule cytoskeleton]; GO:0005856 [Name: cytoskeleton]; GO:0070062 [Name: extracellular exosome]	ILMN_1249718 [Chip: ]; ILMN_2455361 [Chip: ]; ILMN_2557201 [Chip: ]; ILMN_1230897 [Chip: ]; ILMN_2633367 [Chip: ]; ILMN_1234891 [Chip: ]; ILMN_2723462 [Chip: ]	P27546	
NM_008634	GO:0030425 [Name: dendrite]; GO:0030426 [Name: growth cone]; GO:0043204 [Name: perikaryon]; GO:0001750 [Name: photoreceptor outer segment]; GO:0014069 [Name: postsynaptic density]; GO:0043196 [Name: varicosity]; GO:0005874 [Name: microtubule]; GO:0005737 [Name: cytoplasm]; GO:0005856 [Name: cytoskeleton]; GO:0030054 [Name: cell junction]; GO:0045202 [Name: synapse]; GO:0005829 [Name: cytosol]; GO:0042995 [Name: cell projection]; GO:0043025 [Name: neuronal cell body]; GO:0048471 [Name: perinuclear region of cytoplasm]; GO:0005886 [Name: plasma membrane]; GO:0005875 [Name: microtubule associated complex]; GO:0030424 [Name: axon]; GO:0097481 [Name: neuronal postsynaptic density]	ILMN_2737867 [Chip: ]; ILMN_1226229 [Chip: ]; ILMN_2932081 [Chip: ]; ILMN_2750248 [Chip: ]; ILMN_1216739 [Chip: ]; ILMN_2932078 [Chip: ]	P14873	
NM_008635	GO:0005874 [Name: microtubule]; GO:0005886 [Name: plasma membrane]; GO:0016020 [Name: membrane]; GO:0005737 [Name: cytoplasm]; GO:0005856 [Name: cytoskeleton]; GO:0015630 [Name: microtubule cytoskeleton]	ILMN_2463616 [Chip: ]; ILMN_1252545 [Chip: ]	O88735	
NM_008636	GO:0005654 [Name: nucleoplasm]; GO:0005634 [Name: nucleus]	ILMN_1257263 [Chip: ]; ILMN_2544252 [Chip: ]; ILMN_2690756 [Chip: ]; ILMN_2870883 [Chip: ]; ILMN_2690755 [Chip: ]; ILMN_1251354 [Chip: ]; ILMN_2725227 [Chip: ]	Q07243	
NM_008637	GO:0005737 [Name: cytoplasm]; GO:0005739 [Name: mitochondrion]; GO:0005634 [Name: nucleus]; GO:0070062 [Name: extracellular exosome]; GO:0031410 [Name: cytoplasmic vesicle]; GO:0016020 [Name: membrane]; GO:0005759 [Name: mitochondrial matrix]	ILMN_2688779 [Chip: ]; ILMN_2880623 [Chip: ]	P53368	
NM_008638	GO:0005615 [Name: extracellular space]; GO:0005739 [Name: mitochondrion]	ILMN_2769136 [Chip: ]; ILMN_2878548 [Chip: ]	P18155	
NM_008639	GO:0043235 [Name: receptor complex]; GO:0005886 [Name: plasma membrane]; GO:0043025 [Name: neuronal cell body]; GO:0016021 [Name: integral component of membrane]; GO:0005887 [Name: integral component of plasma membrane]; GO:0016020 [Name: membrane]	ILMN_1256388 [Chip: ]	Q61184	
NM_008640	GO:0005794 [Name: Golgi apparatus]; GO:0005886 [Name: plasma membrane]; GO:0016020 [Name: membrane]; GO:0016021 [Name: integral component of membrane]	ILMN_1254173 [Chip: ]	-	
NM_008641	GO:0016020 [Name: membrane]; GO:0005737 [Name: cytoplasm]; GO:0015630 [Name: microtubule cytoskeleton]; GO:0030054 [Name: cell junction]; GO:0005856 [Name: cytoskeleton]	ILMN_2652181 [Chip: ]; ILMN_3125920 [Chip: ]; ILMN_2522602 [Chip: ]	Q60592; E9QLW6; E9Q1Q1	
NM_008642	GO:0005791 [Name: rough endoplasmic reticulum]; GO:0005783 [Name: endoplasmic reticulum]; GO:0031528 [Name: microvillus membrane]; GO:0043235 [Name: receptor complex]; GO:0005794 [Name: Golgi apparatus]; GO:0031526 [Name: brush border membrane]; GO:0031988 [Name: membrane-bounded vesicle]; GO:0016323 [Name: basolateral plasma membrane]	ILMN_2628594 [Chip: ]; ILMN_2427244 [Chip: ]	O08601	
NM_008644	GO:0016020 [Name: membrane]; GO:0005886 [Name: plasma membrane]	ILMN_1247393 [Chip: ]; ILMN_2623234 [Chip: ]	-	
NM_008645	GO:0005576 [Name: extracellular region]; GO:0005615 [Name: extracellular space]	ILMN_1224954 [Chip: ]; ILMN_2449986 [Chip: ]	P28665	
NM_008646	GO:0005576 [Name: extracellular region]; GO:0005615 [Name: extracellular space]	ILMN_2449986 [Chip: ]	P28666	
NM_008647	GO:0005615 [Name: extracellular space]	ILMN_3143404 [Chip: ]	-	
NM_008648	GO:0005576 [Name: extracellular region]; GO:0005615 [Name: extracellular space]	ILMN_2728666 [Chip: ]	P11590	
NM_008649	GO:0005576 [Name: extracellular region]	ILMN_3079257 [Chip: ]	-	
NM_008650	GO:0005739 [Name: mitochondrion]	ILMN_2650700 [Chip: ]	P16332	
NM_008651	GO:0005634 [Name: nucleus]	ILMN_2627105 [Chip: ]; ILMN_2485738 [Chip: ]	P51960	
NM_008652	GO:0005634 [Name: nucleus]; GO:0031523 [Name: Myb complex]; GO:0005654 [Name: nucleoplasm]	ILMN_1248037 [Chip: ]; ILMN_1249829 [Chip: ]; ILMN_2637886 [Chip: ]; ILMN_2826881 [Chip: ]	P48972	
NM_008653	GO:0005863 [Name: striated muscle myosin thick filament]; GO:0030016 [Name: myofibril]; GO:0005856 [Name: cytoskeleton]; GO:0032982 [Name: myosin filament]; GO:0030017 [Name: sarcomere]; GO:0031672 [Name: A band]	ILMN_2689136 [Chip: ]	-	
NM_008654	GO:0000164 [Name: protein phosphatase type 1 complex]; GO:0016020 [Name: membrane]; GO:0005783 [Name: endoplasmic reticulum]; GO:0005737 [Name: cytoplasm]; GO:0005794 [Name: Golgi apparatus]; GO:0005739 [Name: mitochondrion]; GO:0005741 [Name: mitochondrial outer membrane]	ILMN_2722938 [Chip: ]	P17564	
NM_008655	GO:0005737 [Name: cytoplasm]; GO:0005634 [Name: nucleus]	ILMN_2900653 [Chip: ]; ILMN_1246065 [Chip: ]	P22339	
NM_008656	GO:0005634 [Name: nucleus]; GO:0005654 [Name: nucleoplasm]	ILMN_2710656 [Chip: ]	P24699	
NM_008657	GO:0005634 [Name: nucleus]	ILMN_1213941 [Chip: ]	P15375	
NM_008659	GO:0005634 [Name: nucleus]; GO:0005737 [Name: cytoplasm]; GO:0005903 [Name: brush border]; GO:0009925 [Name: basal plasma membrane]; GO:0031941 [Name: filamentous actin]; GO:0045121 [Name: membrane raft]; GO:0070062 [Name: extracellular exosome]; GO:0005654 [Name: nucleoplasm]; GO:0005902 [Name: microvillus]; GO:0016459 [Name: myosin complex]; GO:0016020 [Name: membrane]; GO:0005643 [Name: nuclear pore]; GO:0031410 [Name: cytoplasmic vesicle]; GO:0032420 [Name: stereocilium]; GO:0005886 [Name: plasma membrane]; GO:0016328 [Name: lateral plasma membrane]; GO:0042995 [Name: cell projection]; GO:0045160 [Name: myosin I complex]	ILMN_3060454 [Chip: ]; ILMN_3110425 [Chip: ]; ILMN_2745367 [Chip: ]	Q9WTI7	
NM_008662	GO:0005886 [Name: plasma membrane]; GO:0016020 [Name: membrane]; GO:0016023 [Name: cytoplasmic membrane-bounded vesicle]; GO:0030424 [Name: axon]; GO:0031941 [Name: filamentous actin]; GO:0031965 [Name: nuclear membrane]; GO:0043025 [Name: neuronal cell body]; GO:0048471 [Name: perinuclear region of cytoplasm]; GO:0005902 [Name: microvillus]; GO:0005737 [Name: cytoplasm]; GO:0005654 [Name: nucleoplasm]; GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0030139 [Name: endocytic vesicle]; GO:0042995 [Name: cell projection]; GO:0045334 [Name: clathrin-coated endocytic vesicle]; GO:0005794 [Name: Golgi apparatus]; GO:0005905 [Name: coated pit]; GO:0043234 [Name: protein complex]; GO:0005634 [Name: nucleus]; GO:0016459 [Name: myosin complex]; GO:0016591 [Name: DNA-directed RNA polymerase II, holoenzyme]; GO:0032587 [Name: ruffle membrane]; GO:0045177 [Name: apical part of cell]; GO:0031410 [Name: cytoplasmic vesicle]; GO:0045202 [Name: synapse]; GO:0001726 [Name: ruffle]; GO:0005903 [Name: brush border]; GO:0012506 [Name: vesicle membrane]; GO:0070062 [Name: extracellular exosome]	ILMN_2477172 [Chip: ]; ILMN_2656854 [Chip: ]	-	
NM_008663	GO:1990435 [Name: upper tip-link density]; GO:0016324 [Name: apical plasma membrane]; GO:0045202 [Name: synapse]; GO:0005737 [Name: cytoplasm]; GO:0005829 [Name: cytosol]; GO:0016459 [Name: myosin complex]; GO:0042470 [Name: melanosome]; GO:0005856 [Name: cytoskeleton]; GO:0001917 [Name: photoreceptor inner segment]; GO:0005765 [Name: lysosomal membrane]; GO:0031477 [Name: myosin VII complex]; GO:0032420 [Name: stereocilium]; GO:0001750 [Name: photoreceptor outer segment]; GO:0005902 [Name: microvillus]; GO:0032391 [Name: photoreceptor connecting cilium]	ILMN_1251839 [Chip: ]	P97479	
NM_008664	GO:0005856 [Name: cytoskeleton]; GO:0005739 [Name: mitochondrion]; GO:0031430 [Name: M band]	ILMN_1238982 [Chip: ]	-	
NM_008665	GO:0005737 [Name: cytoplasm]; GO:0005634 [Name: nucleus]; GO:0005654 [Name: nucleoplasm]	ILMN_2798973 [Chip: ]	Q8CFC2	
NM_008666	GO:0005634 [Name: nucleus]	ILMN_1250586 [Chip: ]; ILMN_2627665 [Chip: ]; ILMN_1221763 [Chip: ]; ILMN_2610424 [Chip: ]	-	
NM_008667	GO:0005634 [Name: nucleus]	ILMN_2657093 [Chip: ]; ILMN_2950594 [Chip: ]; ILMN_2712634 [Chip: ]; ILMN_2721761 [Chip: ]; ILMN_2712635 [Chip: ]	Q61122	
NM_008668	GO:0005634 [Name: nucleus]	ILMN_2641956 [Chip: ]	Q61127	
NM_008669	GO:0005737 [Name: cytoplasm]; GO:0005764 [Name: lysosome]; GO:0070062 [Name: extracellular exosome]	ILMN_1248289 [Chip: ]	Q9QWR8	
NM_008670	GO:0043204 [Name: perikaryon]; GO:0005737 [Name: cytoplasm]; GO:0043025 [Name: neuronal cell body]; GO:0016323 [Name: basolateral plasma membrane]; GO:0043005 [Name: neuron projection]	ILMN_2684636 [Chip: ]	Q9QWK5	
NM_008671	GO:0005634 [Name: nucleus]	ILMN_2689955 [Chip: ]	P51860	
NM_008672	GO:0005575 [Name: cellular_component]; GO:0043025 [Name: neuronal cell body]; GO:0005634 [Name: nucleus]; GO:0030425 [Name: dendrite]	ILMN_2769697 [Chip: ]; ILMN_2769696 [Chip: ]	Q78ZA7	
NM_008673	GO:0005737 [Name: cytoplasm]; GO:0005829 [Name: cytosol]	ILMN_1225773 [Chip: ]; ILMN_2879329 [Chip: ]	P50294	
